,test_percentage,folds,softmax_reg_l1,softmax_reg_l2,softmax_reg_elastic,reg_l1_withoutSepalWidth,reg_l2_withoutSepalWidth,reg_elastic_withoutSepalWidth
0,0.2,2,1.0,1.0,1.0,1.0,1.0,1.0
1,0.2,3,1.0,1.0,1.0,1.0,1.0,1.0
2,0.2,4,1.0,1.0,1.0,1.0,1.0,1.0
3,0.2,5,1.0,1.0,1.0,1.0,1.0,1.0
4,0.2,6,1.0,1.0,1.0,1.0,1.0,1.0
5,0.2,7,1.0,1.0,1.0,1.0,1.0,1.0
6,0.2,8,1.0,1.0,1.0,1.0,1.0,1.0
7,0.2,9,1.0,1.0,1.0,1.0,1.0,1.0
8,0.2,10,1.0,1.0,1.0,1.0,1.0,1.0
9,0.3,2,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9777777777777777,0.9333333333333333,0.9777777777777777
10,0.3,3,0.9777777777777777,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9333333333333333,0.9777777777777777
11,0.3,4,0.9777777777777777,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9333333333333333,0.9777777777777777
12,0.3,5,0.9777777777777777,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9333333333333333,0.9777777777777777
13,0.3,6,0.9777777777777777,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9333333333333333,0.9777777777777777
14,0.3,7,0.9777777777777777,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9333333333333333,0.9777777777777777
15,0.3,8,0.9777777777777777,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9333333333333333,0.9777777777777777
16,0.3,9,0.9777777777777777,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9333333333333333,0.9777777777777777
17,0.3,10,0.9777777777777777,0.9333333333333333,0.9777777777777777,0.9777777777777777,0.9333333333333333,0.9777777777777777
18,0.4,2,0.9833333333333333,0.95,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.9833333333333333
19,0.4,3,0.9833333333333333,0.95,0.9833333333333333,0.9833333333333333,0.95,0.9833333333333333
20,0.4,4,0.9833333333333333,0.95,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.9833333333333333
21,0.4,5,0.9833333333333333,0.95,0.9833333333333333,0.95,0.9666666666666667,0.9833333333333333
22,0.4,6,0.9833333333333333,0.95,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.9833333333333333
23,0.4,7,0.9833333333333333,0.95,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.9833333333333333
24,0.4,8,0.9833333333333333,0.95,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.9833333333333333
25,0.4,9,0.9833333333333333,0.95,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.9833333333333333
26,0.4,10,0.9833333333333333,0.95,0.9833333333333333,0.9833333333333333,0.9666666666666667,0.9833333333333333
27,0.5,2,0.96,0.9333333333333333,0.96,0.9733333333333334,0.9333333333333333,0.9733333333333334
28,0.5,3,0.9466666666666667,0.9333333333333333,0.9466666666666667,0.9733333333333334,0.9333333333333333,0.9733333333333334
29,0.5,4,0.9466666666666667,0.9333333333333333,0.9466666666666667,0.9733333333333334,0.9333333333333333,0.9733333333333334
30,0.5,5,0.96,0.9333333333333333,0.96,0.9733333333333334,0.9466666666666667,0.9733333333333334
31,0.5,6,0.9466666666666667,0.9333333333333333,0.9466666666666667,0.9733333333333334,0.9333333333333333,0.9733333333333334
32,0.5,7,0.9466666666666667,0.9333333333333333,0.96,0.9733333333333334,0.9466666666666667,0.9733333333333334
33,0.5,8,0.9466666666666667,0.9333333333333333,0.9466666666666667,0.9733333333333334,0.9333333333333333,0.9733333333333334
34,0.5,9,0.9466666666666667,0.9333333333333333,0.9466666666666667,0.9733333333333334,0.9333333333333333,0.9733333333333334
35,0.5,10,0.9466666666666667,0.9333333333333333,0.9466666666666667,0.9733333333333334,0.9466666666666667,0.9733333333333334
